"GeneID","baseMean","log2FoldChange","lfcSE","pvalue","padj","gene_name","gene_pathway","enzyme_name"
"AT3G10940",578.407563817518,0.822273095549441,0.169478317391817,0.00000068998588761284,0.0000033524440134956,"LSF2","Starch Degradation","Like Sex Four 2"
"AT3G23640",242.168825746954,0.666859795852767,0.202175323940274,0.000628088284800232,0.00192322064135882,"HGL1","Starch Degradation","Heteroglycan glucosidase"
"AT3G23920",3455.07808011814,0.254535383364291,0.110713393295542,0.0206820025260733,0.0444340031193566,"BAM1","Starch Degradation","β-amylase 1"
"AT3G46970",9725.19865914934,1.0021975071434,0.165125455664051,0.0000000005474455053135,0.00000000382785997505553,"PHS2","Starch Degradation","α-glucan phosphorylase 2"
"AT3G52180",96.9193025895947,1.38721452974067,0.258445263366612,0.0000000207343757120011,0.000000121429560028024,"SEX4","Starch Degradation","SEX4"
"AT4G00490",1164.38252853133,1.1536228054806,0.166453862885306,0.00000000000125748058661474,0.0000000000114661052046678,"BAM2","Starch Degradation","β-amylase 2"
"AT4G17090",3825.11257865077,0.677754259780615,0.229608066239756,0.00219255345204179,0.00600917788186031,"BAM3","Starch Degradation","β-amylase 3"
"AT4G24450",1326.45907092819,1.31302113717858,0.171221124707408,0.00000000000000523127432281796,0.0000000000000582004386568057,"GWD2","Starch Degradation","Glucan, water dikinase 2"
"AT4G25000",80.245212707046,1.94994308162551,0.888010136520942,0.0025856286145784,0.00698007260731308,"AMY1","Starch Degradation","α-amylase 1"
"AT4G29130",2008.92485614711,0.899263898301264,0.094796330573286,0.00000000000000000000115613462617688,0.0000000000000000000213737314188317,"GIN2, HXK1","Starch Degradation","Hexokinase 1"
"AT4G39210",760.639629267356,2.59708483939568,0.20079723966108,0.00000000000000000000000000000000000000329270599385565,0.000000000000000000000000000000000000168626654502623,"APL3","Starch Synthesis","AGPase large subunit 3"
"AT5G03650",4067.25059930882,0.694966494519588,0.137043378317331,0.000000247773208949001,0.00000127591944639937,"SBE2","Starch Synthesis","branching enzymes 2"
"AT5G04360",2462.29828049613,-0.387335930046269,0.11981078398986,0.00106217838470667,0.00310680026415495,"LDA1","Starch Synthesis","Limit dextrinase"
"AT5G09650",4592.20958614451,0.544732879160792,0.109919571198148,0.000000573641907557725,0.00000282081184763388,"PPa6","Starch Degradation","Inorganic diphosphatase/ pyrophosphatase"
"AT5G16150",841.702614477677,-1.10496323795523,0.163696448404017,0.00000000000543104273997098,0.0000000000466768846366052,"GLT1","Starch Degradation","Glucose transporter"
"AT5G16150",841.702614477677,-1.10496323795523,0.163696448404017,0.00000000000543104273997098,0.0000000000466768846366052,"pGlcT, GLT1","Sugar Transporter","Glc transporter (pGlcT, GLT1)"
"AT5G17520",1014.14092449375,0.827474863072976,0.153800146081286,0.0000000458178092470322,0.000000258066731556264,"MEX 1","Starch Degradation","Maltose transporter"
"AT5G17520",1014.14092449375,0.827474863072976,0.153800146081286,0.0000000458178092470322,0.000000258066731556264,"MEX1","Sugar Transporter","Maltose transporter (MEX1)"
"AT5G17523",295.178887287657,0.828568501718977,0.189614296793028,0.00000658059223651567,0.0000279739559408438,NA,"Starch Degradation","Similar to MEX1"
"AT5G19220",5616.27762142572,-0.264542819983134,0.0768298858972704,0.000541069540594566,0.00167805588514915,"APL1","Starch Synthesis","AGPase large subunit 1"
"AT5G48300",11766.702734554,0.802024289417918,0.134162246424536,0.00000000124746602665673,0.00000000837437468886452,"APS1","Starch Synthesis","AGPase small subunit 1"
"AT5G51820",4721.02676308467,-0.36572030818849,0.139989099680123,0.0077386908829859,0.018678190300629,"PGM1","Starch Degradation","Phosphoglucomutase"
"AT5G54800",1382.19953553539,1.00280045094766,0.126105988924795,0.000000000000000777754021343462,0.00000000000000924895715071169,"GPT1","Sugar Transporter","Glc6P/Pi translocator 1 (GPT1)"
"AT5G55700",9.29378713565856,-2.71597858402468,0.90433263619058,0.000238041573917134,0.000790047072485093,"BAM4","Starch Degradation","β-amylase 4"
"AT5G55700",849.783768844416,-3.37903581890739,0.152416434956797,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000788236904704576,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000587056325569548,"BAM4","Starch Degradation","β-amylase 4"
"AT5G64860",3385.78606715464,-0.631129085962868,0.149976699848768,0.0000171485660133774,0.0000684445981121894,"DPE1","Starch Degradation","Glucanotransferase"
"AT5G65685",303.427672191739,-0.312408315868361,0.130700338056963,0.0151741746348344,0.0338796753923965,NA,"Starch Synthesis","UDP-Glycosyltransferase superfamily protein"
