"GeneID","baseMean","log2FoldChange","lfcSE","pvalue","padj","protein_gene_abrev_isoform","gene_pathway","protein_family_common","protein_family_common_abrev","protein_family_isoform","ec_number","reaction_id","enzyme_id","locus_id","expression_id_eff","est_expression","pyro_expression","evidence_targeting","evidence_for_function","mutant_names","remarks","ref_1","ref_2","ref_3"
"AT2G04540",679.563178568575,-0.91075759869443,0.14311563486277,0.0000000000915904201783943,0.000000000888154751936894,"KAS","Mitochondrial Fatty Acid & Lipoic Acid Synthesis","Ketoacyl-ACP Synthase","KAS","Ketoacyl-ACP Synthase","2.3.1.41","3",76,201,141,0.40190422,0,"targetP, RC2","Sequence similarity and heterologous protein expression",NA,NA,"Yasuno et al 2004;http://www.ncbi.nlm.nih.gov/pubmed/14660674",NA,NA
"AT2G05990",334.083492408674,-1.18034808528557,0.287613939274181,0.0000134815935597365,0.0000620273675118949,"ENR1 (MOD1)","Plastidial Fatty Acid Synthesis","Enoyl-ACP Reductase","ER","Enoyl-ACP Reductase","1.3.1.9","6",12,203,564,9.9471295,4.79082079,"targetP, RC2","Sequence similarity to B. napus Enoyl-ACP Reductase, mutant characterization","mosaic death1 (mod1)",NA,NA,"Mou et al 2000;http://www.plantcell.org/cgi/content/full/12/3/405","Rafferty et al 1995;http://www.ncbi.nlm.nih.gov/sites/entrez?db=pubmed&cmd=search&term=8535786"
"AT2G13560",8911.8336601834,0.410967808200182,0.125617498255024,0.000950901772781189,0.0030480199273087,NA,"Glycolysis","NAD-Malic Enzyme","NAD-ME1",NA,"1.1.1.39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wheeler et al 2005;http://www.plantphysiol.org/cgi/content/full/139/1/39",NA,NA
"AT2G13610",851.809802787741,-1.27376237276458,0.194660060278944,0.0000000000182630667604639,0.000000000193005707581359,"AtWBC5;AtABCG5","Cuticular Wax Synthesis","ABC Transporter","ABC","ABC Transporter",NA,NA,230,206,659,NA,NA,NA,"Sequence similarity to ABCG11 and ABCG12/CER5",NA,NA,NA,NA,NA
"AT2G15050",321.32452521331,0.398750232807359,0.153049456215955,0.00807845236543615,0.0204481113267966,NA,"Cuticular Wax Synthesis","Lipid Transfer Protein","LTP","Lipid Transfer Protein type 1",NA,"162",193,208,188,0.80380844,10.7793468,"targetP, RC1","Sequence similarity",NA,NA,NA,NA,NA
"AT2G15050",472.36848129212,0.952819596330661,0.213805531615765,0.00000379957249250256,0.0000192708632419938,NA,"Cuticular Wax Synthesis","Lipid Transfer Protein","LTP","Lipid Transfer Protein type 1",NA,"162",193,208,188,0.80380844,10.7793468,"targetP, RC1","Sequence similarity",NA,NA,NA,NA,NA
"AT2G15050",97.6993395882423,1.91634226994692,0.322700748520809,0.000000000432147804727671,0.00000000385937198918837,NA,"Cuticular Wax Synthesis","Lipid Transfer Protein","LTP","Lipid Transfer Protein type 1",NA,"162",193,208,188,0.80380844,10.7793468,"targetP, RC1","Sequence similarity",NA,NA,NA,NA,NA
"AT2G15090",3305.59931475015,-0.896386327302326,0.210582930607492,0.0000100388102202273,0.00004734577069818,"KCS8","Fatty Acid Elongation & Cuticular Wax Synthesis","Ketoacyl-CoA Synthase","KCS","Ketoacyl-CoA Synthase","2.3.1.119","147",177,209,390,2.61237744,11.7108953,"targetP, RC4",NA,NA,NA,NA,NA,NA
"AT2G15230",1176.39570039836,0.282079976985967,0.098721018562466,0.00407917988714661,0.0112118700439868,"AtLIP1","TAG Degradation","Triacylglycerol lipase (TAGL)","TAGL","Triacylglycerol lipase (TAGL)","3.1.1.3","84",111,210,189,0.80380844,0.79847013,"targetP, RC1","Experimental: strong lipase activity of recombinant protein, no lipid phenotype of mutant","Atlip1",NA,"El-Kouhen et al 2005;http://www.sciencedirect.com/science?_ob=ArticleURL&_udi=B6T36-4H8FTSY-K&_user=10&_rdoc=1&_fmt=&_orig=search&_sort=d&view=c&_acct=C000050221&_version=1&_urlVersion=0&_userid=10&md5=e02905c51270138f38e15d95920e3307",NA,NA
"AT2G16280",3703.68213315045,-0.644311538762513,0.138802321872914,0.00000225384233537801,0.0000119436955514221,"KCS9","Fatty Acid Elongation & Cuticular Wax Synthesis","Ketoacyl-CoA Synthase","KCS","Ketoacyl-CoA Synthase","2.3.1.119","147",177,212,485,4.82285067,11.977052,"targetP, RC2","Highly expressed and upregulated in epidermis of stems; complementation of yeast elo2 elo3 mutant",NA,NA,"Suh et al 2005;http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=1310549&tool=pmcentrez","Paul et al 2006;http://www.jbc.org/cgi/content/full/281/14/9018?view=long&pmid=16449229",NA
"AT2G18370",231.656745317595,2.95433370105974,0.336503500557684,0.000000000000000000124724812446586,0.00000000000000000317542963704179,NA,"Cuticular Wax Synthesis","Lipid Transfer Protein","LTP","Lipid Transfer Protein type 1",NA,"162",193,213,172,0.60285633,0,"targetP, RC1","Sequence similarity",NA,NA,NA,NA,NA
"AT2G19450",1684.39005154791,0.364339222513872,0.116064191423657,0.00152546117836469,0.00466178475395165,"AtDGAT1","TAG Synthesis","Acyl-CoA : Diacylglycerol Acyltransferase","DAGAT","Acyl-CoA : Diacylglycerol Acyltransferase","2.3.1.20","78",105,215,458,3.91856617,0.66539178,"targetP, RC3","Mutant Analysis, Overexpression in plants, Complementation of yeast mutants","as11 (tag1-1)/abx45 (tag1-2)",NA,"Zou et al 1999;http://www.ncbi.nlm.nih.gov/pubmed/10571850","Routaboul et al 1999;http://www.ncbi.nlm.nih.gov/pubmed/10580283?ordinalpos=12&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum",NA
"AT2G19860",356.319262963623,0.447282084512206,0.188475791219376,0.0146826555774583,0.0346205382038265,NA,"Glycolysis","hexokinase","HXK2",NA,"2.7.1.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Claeyssen et al 2008;http://www.sciencedirect.com/science?_ob=ArticleURL&_udi=B6TH7-4MV71MW-3&_user=1111158&_rdoc=1&_fmt=&_orig=search&_sort=d&_docanchor=&view=c&_acct=C000051676&_version=1&_urlVersion=0&_userid=1111158&md5=9fa2c98ed4cb002b06f395dccd592799",NA,NA
"AT2G19880",170.362960319971,0.417245564936857,0.178471919179741,0.0162174455783483,0.037807731914716,NA,"Sphingolipid Synthesis","Glucosylceramide Synthase (UDP-glucose-dependent)","GCS","Glucosylceramide Synthase (UDP-glucose-dependent)","2.4.1.80","56",67,217,222,1.00476056,0.79847013,"targetP, RC3","Heterologous expression",NA,NA,NA,NA,NA
"AT2G19900",32.8183082202943,4.0251287808346,0.757648549950675,0.0000000161221590987264,0.0000001181401195895,NA,"Glycolysis","NADP-Malic Enzyme","ATNADP-ME1",NA,"1.1.1.40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wheeler et al 2005;http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1203356/?tool=pubmed",NA,NA
"AT2G20860",5290.32765110637,-0.631182201020737,0.104484880981471,0.00000000110595977959565,0.00000000940741291557673,"LS;LIP1","Mitochondrial Fatty Acid & Lipoic Acid Synthesis","Lipoate Synthase","LS","Lipoate Synthase","2.8.1.8","15",21,218,538,7.73665628,8.9162498,"experimental","Sequence similarity and heterologous protein expression",NA,NA,"Yasuno et al 1998;http://www.ncbi.nlm.nih.gov/pubmed/9808738",NA,NA
"AT2G21170",3570.76267864851,-0.291472438318833,0.100237960626655,0.00335825969173613,0.00944602193860058,NA,"Glycolysis","triose-phosphate isomerase","TPI",NA,"5.3.1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT2G21330",131.385551341601,-0.650530746481428,0.239425428862275,0.00437585735660865,0.0119293159235025,NA,"Glycolysis","fructose-bisphosphate aldolase","FBA",NA,"4.1.2.13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT2G22230",1260.62935350219,-0.891704292509495,0.133209626646225,0.0000000000111446043928567,0.00000000012136125620539,NA,"Plastidial Fatty Acid Synthesis","Hydroxyacyl-ACP Dehydrase","HAD","Hydroxyacyl-ACP Dehydrase","4.2.1.*","5",11,221,235,1.10523661,1.73001862,"targetP, RC1","Heterologous protein expression",NA,NA,"Brown et al 2009;http://www.ncbi.nlm.nih.gov/pubmed/19101548?dopt=Abstract",NA,NA
"AT2G22480",2461.62329620387,1.29572076203792,0.172352332209455,0.0000000000000186956813774598,0.000000000000284353146806525,NA,"Glycolysis","ATP-dependent phosphofructokinase","PFK5",NA,"2.7.1.11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mustroph et al 2013;http://www.sciencedirect.com/science?_ob=ArticleURL&_udi=B6T36-4NM6DP9-1&_user=1111158&_rdoc=1&_fmt=&_orig=search&_sort=d&_docanchor=&view=c&_acct=C000051676&_version=1&_urlVersion=0&_userid=1111158&md5=a7f44ec79e9a1bd2b7fc7b901e565c79",NA,NA
"AT2G22780",3438.50059408868,0.804615439535996,0.115101379202628,0.00000000000197992869449754,0.0000000000234218837528601,NA,"Glycolysis","NAD-dependent malate dehydrogenase","MDH",NA,"1.1.1.37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pracharoenwattana et al 2007;http://www3.interscience.wiley.com/journal/118488531/abstract",NA,NA
"AT2G24270",909.913311112605,-0.906377032032523,0.26584937617224,0.000312955932888919,0.00111572016201508,NA,"Glycolysis","NAD-Dependent Glyceraldehyde-3-Phosphate Dehydrogenase","non-phosphorylating NADP GAPDH",NA,"1.2.1.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rius et al 2002;http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2577239/?tool=pubmed",NA,NA
"AT2G26250",11252.9169273923,-0.363311859543683,0.150552172194395,0.0142427474960865,0.0337159490294623,"KCS10;FDH","Fatty Acid Elongation & Cuticular Wax Synthesis","Ketoacyl-CoA Synthase","KCS","Ketoacyl-CoA Synthase","2.3.1.119","147",177,225,590,15.9756928,24.0871823,"targetP, RC3","Mutant characterization - organ fusion phenotype but wax composition not yet reported","fdh","Possible that FDH not directly involved in cuticular wax biosynthesis","Yephremov et al 1999;http://www.pubmedcentral.nih.gov/picrender.fcgi?artid=144117&blobtype=pdf","Pruitt et al 2000;http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=15605&tool=pmcentrez",NA
"AT2G26560",4770.12760761962,2.13155995798621,0.243297624544267,0.000000000000000000273120473473441,0.00000000000000000674037260444751,"PLA2A","TAG Degradation",NA,NA,"Patatin-like Acyl-Hydrolase",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT2G26640",1472.7840195475,-0.98007895914642,0.12532051253285,0.00000000000000238220738729625,0.0000000000000398038737572554,"KCS11","Fatty Acid Elongation & Cuticular Wax Synthesis","Ketoacyl-CoA Synthase","KCS","Ketoacyl-CoA Synthase","2.3.1.119","147",177,228,321,1.808569,1.1977052,"targetP, RC1",NA,NA,NA,NA,NA,NA
"AT2G26870",479.001804468845,1.22346664068974,0.202303474378895,0.000000000503645814356152,0.00000000446232269837905,"NPC2","Plastidial Glycerolipid, Galactolipid & Sulfolipid Synthesis","Phospholipase C (Non specific)","nsPLC","Phospholipase C (Non specific)","3.1.4.3","106",136,232,110,0.20095211,0.26615671,"targetP, RC1","sequence similarity to bacterial PC-PLC",NA,NA,"Nakamura et al 2005;http://www.ncbi.nlm.nih.gov/pubmed/15618226?log$=activity",NA,NA
"AT2G28630",3120.8962889622,-0.925231972320196,0.277037360698515,0.00039520479910506,0.00137936218490136,"KCS12","Fatty Acid Elongation & Cuticular Wax Synthesis","Ketoacyl-CoA Synthase","KCS","Ketoacyl-CoA Synthase","2.3.1.119","147",177,235,426,3.11475772,5.19005585,"targetP, RC1","Upregulated in epidermis of stems",NA,NA,"Suh et al 2005;http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=1310549&tool=pmcentrez",NA,NA
"AT2G28670",26.4728102793005,1.73896040401253,0.592870983042004,0.000556163530572481,0.0018794507353429,"DIR10","Aromatic Suberin Synthesis","Disease resistance-responsive family protein / dirigent protein","DIR","Disease resistance-responsive family protein / dirigent protein",NA,NA,237,236,664,NA,NA,NA,"Mutant characterization","esb1","Mutant characterized by 2-fold increased root suberin. Dirigent proteins are supposed to be involved in  polymerisation of cell wall phenolics","Baxter et al 2009;http://www.ncbi.nlm.nih.gov/pubmed/19461889?ordinalpos=2&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum",NA,NA
"AT2G29560",1269.07289164885,0.274907362546571,0.120811925321782,0.0215010604136312,0.0483382963337084,NA,"Glycolysis","enolase","ENO",NA,"4.2.1.11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Andriotis et al 2015;http://www3.interscience.wiley.com/journal/123209178/abstract",NA,NA
"AT2G30470",1909.22707499336,-0.475938817754183,0.11045472416144,0.000013421597555002,0.0000618175654280705,"HSI2;VAL1","TAG Synthesis","a member of a novel family of B3 domain proteins","Regulatory protein","a member of a novel family of B3 domain proteins",NA,NA,259,240,666,NA,NA,NA,"Mutant Analysis","hsi2-1/hsi2-2/val1-1/val1-2",NA,"Tsukagoshi et al 2007;http://www.ncbi.nlm.nih.gov/pubmed/17267611","Suzuki et al 2007;http://www.ncbi.nlm.nih.gov/pubmed/17158584","Tsukagoshi et al 2005;http://www.ncbi.nlm.nih.gov/pubmed/15894743"
"AT2G30490",6490.6853947064,1.24250788854805,0.204745397945239,0.000000000432714230903185,0.00000000386309153126146,"CYP73A5","Aromatic Suberin Synthesis","Cinnamate 4-Hydroxylase","C4H","Cinnamate 4-Hydroxylase","1.14.13.11","183",235,241,667,NA,NA,NA,"Heterologous expression",NA,"Phenylpropanoid pathway genes required for ferulic acid formation","Mizutani et al 1997;http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9085571&dopt=Abstract",NA,NA
"AT2G30660",93.6203944885074,5.22291013530778,0.557784197104525,0.000000000000000000000896377099990886,0.0000000000000000000279941284621396,NA,"b-Oxidation","Hydroxyisobutyryl-CoA Hydrolase","HIBCH","Hydroxyisobutyryl-CoA Hydrolase","3.1.2.4","93",122,244,88,0.10047606,0,"targetP, RC5","Sequence Similarity",NA,NA,NA,NA,NA
"AT2G30720",838.215027940329,0.329813284832715,0.0974100442903074,0.000618506191157781,0.00207039262247372,NA,"b-Oxidation",NA,NA,"Acyl-CoA Thioesterase",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT2G31390",3698.9900086984,2.4905696348774,0.165517483247811,0.000000000000000000000000000000000000000000000000000589187019616769,0.000000000000000000000000000000000000000000000000135539317503804,NA,"Glycolysis","fructokinase","Probable FK-1",NA,"2.7.1.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT2G33150",19993.0161104327,0.729231388517473,0.118852653228876,0.000000000548962786864825,0.0000000048405291593334,"KAT2;PED1","b-Oxidation","Ketoacyl-CoA Thiolase","KAT","Ketoacyl-CoA Thiolase","2.3.1.16","89",116,251,607,39.4870898,11.5778169,"targetP, RC5","Heterologous expression, Characterisation of mutant","ped1/kat2",NA,"Germain et al 2001;http://www.ncbi.nlm.nih.gov/pubmed/11696182?ordinalpos=15&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum","Hayashi et al 1998;http://www.plantcell.org/cgi/content/full/10/2/183?maxtoshow=&HITS=10&hits=10&RESULTFORMAT=&searchid=1&FIRSTINDEX=0&sortspec=relevance&volume=10&firstpage=183&resourcetype=HWCIT",NA
"AT2G33380",157.119693471463,1.74261935315567,0.40455612158297,0.00000249956137997056,0.0000131297041702225,NA,"TAG Synthesis","Caleosin","CALO","Caleosin",NA,NA,107,252,574,11.9566506,0.13307836,"targetP, RC5","Sequence similarity to rice calcium binding protein",NA,"AtCLO3","Naested et al 2000;http://www.ncbi.nlm.nih.gov/pubmed/11197322",NA,NA
"AT2G34590",6515.16935841419,-2.25676594309617,0.13704373311748,0.0000000000000000000000000000000000000000000000000000000000000796018823911074,0.0000000000000000000000000000000000000000000000000000000000310748863607103,"PDH (E1beta)","Plastidial Fatty Acid Synthesis","Pyruvate Dehydrogenase &beta; subunit, E1b component of Pyruvate Dehydrogenase Complex","&beta;-PDH","Pyruvate Dehydrogenase &beta; subunit, E1b component of Pyruvate Dehydrogenase Complex","nd,1.2.4.1","12,11",18,253,559,9.24379711,4.65774243,"targetP, RC1","Sequence similarity to H. sapiens pyruvate dehydrogenase E1 beta subunit",NA,NA,"Brown et al 2004;http://www.ncbi.nlm.nih.gov/pubmed/15138885","Johnston et al 1997;http://www.ncbi.nlm.nih.gov/pubmed/9393637?dopt=Abstract",NA
"AT2G34690",3329.35364500346,-0.643584624433278,0.100076953840807,0.0000000000885918071243892,0.000000000861346381343354,"ACD11","Sphingolipid Synthesis","Sphingosine Transfer Protein","STP","Sphingosine Transfer Protein",NA,"175",218,254,430,3.21523378,3.32695888,"targetP, RC2","In vitro assay","acd11",NA,"Brodersen et al 2002;http://dx.doi.org/10.1101/gad.218202",NA,NA
"AT2G34770",2677.24558207628,-2.4834912562905,0.218361453916799,0.000000000000000000000000000000631902149128782,0.000000000000000000000000000040199898450131,"AtFAH1","Sphingolipid Synthesis","Fatty Acid 2-hydroxylase","FA2H","Fatty Acid 2-hydroxylase",NA,"57",68,255,450,3.71761406,5.45621256,"targetP, RC4","Heterologous expression",NA,NA,"Mitchell et al 1997;http://www.jbc.org/cgi/content/full/272/45/28281",NA,NA
"AT2G35690",1262.15784865234,-0.328347830029483,0.136468678384359,0.0145742563015324,0.0343932692442738,"ACX5","b-Oxidation","Acyl-CoA Oxidase","ACX","Acyl-CoA Oxidase","1.3.3.6","86",113,257,205,0.9042845,0.79847013,"targetP, RC2","Characterisation of mutant","acx5","oxidase genes reveal distinct and overlapping roles in beta-oxidation. Plant J. 41:859–74",NA,NA,NA
"AT2G36460",216.906567756144,1.08652187779398,0.193517503578223,0.00000000781089440397091,0.0000000596819971287991,NA,"Glycolysis","fructose-bisphosphate aldolase","FBA",NA,"4.1.2.13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT2G36530",31141.9268021905,0.824092960488416,0.179659747647627,0.00000249535722742922,0.0000131102934267361,NA,"Glycolysis","enolase","ENO",NA,"4.2.1.11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Giegé et al 2003;http://www.ncbi.nlm.nih.gov/pmc/articles/PMC181336/?tool=pubmed",NA,NA
"AT2G36580",3910.99698957897,1.33166143565506,0.195051254105488,0.00000000000273116464301957,0.0000000000316689725595856,NA,"Glycolysis","Pyruvate Kinase","PK",NA,"2.7.1.40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Andre et al 2007;http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1955724/?tool=pubmed",NA,NA
"AT2G37360",116.502828294674,2.83782715790438,0.48333917664498,0.00000000036288459135456,0.00000000326799073619372,"AtWBC2;AtABCG2","Cuticular Wax Synthesis","ABC Transporter","ABC","ABC Transporter",NA,NA,230,258,669,NA,NA,NA,"Sequence similarity to ABCG11 and ABCG12/CER5",NA,NA,NA,NA,NA
"AT2G37870",16.8855209205127,4.22034743304723,1.30837747938739,0.000168049920872784,0.000634775870295744,NA,"Cuticular Wax Synthesis","Lipid Transfer Protein","LTP","Lipid Transfer Protein type 5",NA,"162",193,260,126,0.30142817,0,"targetP, RC1","Sequence similarity",NA,NA,NA,NA,NA
"AT2G37940",2688.7535488537,0.860561737539223,0.136551351138279,0.000000000169428917773407,0.0000000015897072346802,"ERH1","Sphingolipid Synthesis","Inositolphosphorylceramide Synthase","IPCS","Inositolphosphorylceramide Synthase","2.4.1.*","196",246,261,670,NA,NA,NA,"Heterologous expression",NA,NA,"Wang et al 2008;http://dx.doi.org/10.1105/tpc.108.060053",NA,NA
"AT2G38040",258.164513710179,-1.50294225129071,0.243425465375402,0.00000000015078170198869,0.00000000142303683213868,"&alpha;-CT","Plastidial Fatty Acid Synthesis","Carboxyltransferase &alpha; Subunit of Heteromeric ACCase","&alpha;-CT","Carboxyltransferase &alpha; Subunit of Heteromeric ACCase","6.4.1.2,nd","1,207",2,262,486,4.82285067,8.25085802,"experimental","Sequence similarity to E. coli and Glycine max Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha",NA,NA,"Bilder et al 2006;http://www.ncbi.nlm.nih.gov/sites/entrez?db=pubmed&cmd=search&term=16460018","Reverdatto et al 1999;http://www.plantphysiol.org/cgi/content/full/119/3/961",NA
"AT2G38040",186.879196606365,-1.14380613100795,0.313502075174095,0.0000904815985131614,0.000359762096557346,"&alpha;-CT","Plastidial Fatty Acid Synthesis","Carboxyltransferase &alpha; Subunit of Heteromeric ACCase","&alpha;-CT","Carboxyltransferase &alpha; Subunit of Heteromeric ACCase","6.4.1.2,nd","1,207",2,262,486,4.82285067,8.25085802,"experimental","Sequence similarity to E. coli and Glycine max Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha",NA,NA,"Bilder et al 2006;http://www.ncbi.nlm.nih.gov/sites/entrez?db=pubmed&cmd=search&term=16460018","Reverdatto et al 1999;http://www.plantphysiol.org/cgi/content/full/119/3/961",NA
"AT2G38530",1539.4399638024,1.22568344105948,0.312637669300261,0.0000285706563644874,0.00012403082750312,"LP;LTP2","Cuticular Wax Synthesis","Lipid Transfer Protein","LTP","Lipid Transfer Protein type 1",NA,"162",193,264,604,22.4061604,10.113955,"targetP, RC1","Sequence similarity",NA,NA,NA,NA,NA
"AT2G38540",18072.850607999,0.677054401807577,0.125748102012161,0.0000000497559702706565,0.000000340675677391301,NA,"Cuticular Wax Synthesis","Lipid Transfer Protein","LTP","Lipid Transfer Protein type 1",NA,"162",193,265,611,55.4627827,64.2768456,"targetP, RC1","Sequence similarity",NA,NA,NA,NA,NA
"AT2G38670",2322.32829580498,0.625185895741664,0.0901844833937495,0.0000000000029731890340941,0.0000000000343208850642627,"PECT1","Eukaryotic Phospholipid Synthesis","CDP-Ethanoamine Synthase","CDP-EAS","CDP-Ethanoamine Synthase","2.7.7.14","47",57,266,510,6.02856333,2.26233204,"targetP, RC2",NA,NA,NA,NA,NA,NA
"AT2G39220",489.279732393309,2.16938164641272,0.177825636906699,0.0000000000000000000000000000000000393746551753733,0.00000000000000000000000000000000340086584058276,"PLP6","TAG Degradation",NA,NA,"Patatin-like Acyl-Hydrolase",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT2G39290",797.36518246919,0.266487319228082,0.111506776580849,0.0159382737557642,0.0372268718445529,"PGPS1","Mitochondrial Phospholipid Synthesis","Phosphatidylglycerol-Phosphate Synthase","PGPS","Phosphatidylglycerol-Phosphate Synthase","2.7.8.5","23",29,269,158,0.50238028,3.19388052,"targetP, RC4","Heterologous protein expression and mutant characterization","pgp1; pgp1/jovtenky(jov)",NA,"Babiychuk et al 2003;http://www.ncbi.nlm.nih.gov/pubmed/12609031","Hogio et al 2002;http://www.ncbi.nlm.nih.gov/pubmed/12514242","Xu et al 2002;http://www.ncbi.nlm.nih.gov/pubmed/12068104"
"AT2G39290",797.36518246919,0.266487319228082,0.111506776580849,0.0159382737557642,0.0372268718445529,"PGP1","Plastidial Glycerolipid, Galactolipid & Sulfolipid Synthesis","Phosphatidylglycerol-Phosphate Synthase","PGPS","Phosphatidylglycerol-Phosphate Synthase (plastidial)","2.7.8.5","23",29,269,159,0.50238028,3.19388052,"targetP, RC4","mutant characterization, localized to plastid (experimentally)","pgp1; pgp1/jovtenky(jov)",NA,"Xu et al 2002;http://www.ncbi.nlm.nih.gov/pubmed/12068104?dopt=Abstract","Muller et al 2001;http://lipids.plantbiology.msu.edu/activity_at2g39290.html",NA
"AT2G39350",175.637534972529,0.943208027721033,0.241406858131332,0.0000433283519399026,0.000182979017821929,"AtWBC1;AtABCG1","Cuticular Wax Synthesis","ABC Transporter","ABC","ABC Transporter",NA,NA,230,270,671,NA,NA,NA,"Sequence similarity to ABCG11 and ABCG12/CER5",NA,NA,NA,NA,NA
"AT2G39400",2223.48827582589,-0.581523056914867,0.14691693517557,0.0000536119667948729,0.000222326142679849,NA,"TAG Degradation","Monoacylglycerol lipase (MAGL)","MAGL","Monoacylglycerol lipase (MAGL)","3.1.1.23","85",112,271,311,1.70809294,1.06462684,"targetP, RC2","Sequence homology ONLY (To human monoacylglycerol lipase GB NP_009214 BLAST score>100)",NA,NA,NA,NA,NA
"AT2G39410",29.1366718979055,1.88367844402687,0.546333635599134,0.000101056105626769,0.000398060015513483,NA,"TAG Degradation","Monoacylglycerol lipase (MAGL)","MAGL","Monoacylglycerol lipase (MAGL)","3.1.1.23","85",112,272,142,0.40190422,0,"targetP, RC2","Sequence homology ONLY (To human monoacylglycerol lipase GB NP_009214 BLAST score>100)",NA,NA,NA,NA,NA
"AT2G39420",368.624683615262,1.67693806081633,0.284581765284582,0.000000000804115384913642,0.00000000694071453678392,NA,"TAG Degradation","Monoacylglycerol lipase (MAGL)","MAGL","Monoacylglycerol lipase (MAGL)","3.1.1.23","85",112,273,252,1.20571267,0.39923507,"targetP, RC2","Sequence homology ONLY (To human monoacylglycerol lipase GB NP_009214 BLAST score>100)",NA,NA,NA,NA,NA
"AT2G40890",2265.93910516609,0.412802745475513,0.139394342372254,0.00267869495510078,0.00773641693959999,"CYP98A3","Aromatic Suberin Synthesis","p-Coumarate 3-Hydroxylase","C3H","p-Coumarate 3-Hydroxylase","1.14.13.*",NA,236,277,672,NA,NA,NA,"Heterologous expression and mutant characterization","ref8","phenylpropanoid pathway genes required for ferulic acid formation","Schoch et al 2001;http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=11429408&dopt=Abstract","Franke et al 2002;http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=11967091&dopt=Abstract",NA
"AT2G42010",2312.10946456472,0.436644401155874,0.10942491302548,0.000056291920048599,0.000232318007376606,"PLDBETA1","Phospholipases",NA,NA,"Phospholipase D beta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT2G44290",676.839625736597,1.74046241404683,0.316993531309108,0.0000000074185143395636,0.0000000569710944735786,NA,"Cuticular Wax Synthesis","Lipid Transfer Protein","LTP","Lipid Transfer Protein type 5",NA,"162",193,286,312,1.70809294,2.39541039,"targetP, RC2","Sequence similarity",NA,NA,NA,NA,NA
"AT2G44300",135.276084134436,0.509711636758215,0.206784511319721,0.0106715714898478,0.0261461619851588,NA,"Cuticular Wax Synthesis","Lipid Transfer Protein","LTP","Lipid Transfer Protein type 5",NA,"162",193,287,274,1.40666478,1.33078355,"targetP, RC2","Sequence similarity",NA,NA,NA,NA,NA
"AT2G45290",1476.33281796741,1.5179337549612,0.164677489951384,0.00000000000000000000769752040846667,0.000000000000000000221286921154185,NA,"OPPP","transketolase","transketolase",NA,"2.2.1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT2G45670",39.5448728209017,-0.913740359595992,0.336249380557787,0.0029815910337294,0.008507449521431,NA,"Eukaryotic Phospholipid Synthesis",NA,NA,"LPEAT - Kjell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT2G45670",158.790229459471,-1.62606449767536,0.205080176455165,0.000000000000000451955071849924,0.00000000000000805298922974639,NA,"Eukaryotic Phospholipid Synthesis",NA,NA,"LPEAT - Kjell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
